"SubCategoryId","SubCategoryName","CategoryID","CategoryName"
1^BALLAST^S107^Electrical Supplies
2^BALLPEN^S101^Office Supplies
3^BANTEX FOLDER^S101^Office Supplies
4^BATTERY^S107^Electrical Supplies
5^BATTERY^S204^Thermal Paper
6^BINDER^S101^Office Supplies
7^BULB^S107^Electrical Supplies
8^CHEMICALS^S106^Corporate - General Supplies
9^CHEMICALS^S401^Chemical
10^CHIPS^S901^Chips
11^CLEANING MATERIALS^S103^Office Cleaning Materials & Services
12^CONVENIENCE OUTLET^S107^Electrical Supplies
13^COPY PAPER^S101^Office Supplies
14^DATA TAPES AND CARTRIDGES^S104^Computer Printer Supplies
15^DISKETTES^S104^Computer Printer Supplies
16^ENVELOPES^S101^Office Supplies
17^ERASER^S101^Office Supplies
18^FAX CONSUMABLES^S104^Computer Printer Supplies
19^FLUORESCENT TUBE^S107^Electrical Supplies
20^FOLDER^S101^Office Supplies
21^FUSE^S107^Electrical Supplies
22^GARBAGE BAG^S106^Corporate - General Supplies
23^GLUE^S101^Office Supplies
24^HAND SOAP^S103^Office Cleaning Materials & Services
25^INKS AND CARTRIDGES^S101^Office Supplies
26^INKS AND CARTRIDGES^S104^Computer Printer Supplies
27^MASKING TAPE^S101^Office Supplies
28^OFFICE TOOLS^S105^Office Tools
29^PACKAGING TAPE^S101^Office Supplies
30^PACKING MATERIALS^S106^Corporate - General Supplies
31^PAPER CLIPS^S101^Office Supplies
32^PAPER FASTENER^S101^Office Supplies
33^PENCIL^S101^Office Supplies
34^PENTEL PEN^S101^Office Supplies
35^PLUG^S107^Electrical Supplies
36^PRINTED FORMS^S101^Office Supplies
37^PRINTED FORMS^S413^FNG Forms
38^READERS^S902^Proximity Card Readers
39^RECORD BOOK^S101^Office Supplies
40^RIBBON^S203^Thermal Paper
41^ROYAL CORD^S107^Electrical Supplies
42^RUBBER BAND^S101^Office Supplies
43^SCOTCH TAPE^S101^Office Supplies
44^SOLDERING LEAD^S107^Electrical Supplies
45^SPEED TELLER THERMAL PAPER^S101^Office Supplies
46^STABILO BOSS^S101^Office Supplies
47^STAPLE WIRE^S101^Office Supplies
48^STARTER^S107^Electrical Supplies
49^STENO NOTEBOOK^S101^Office Supplies
50^TAPES^S410^Tapes
51^THERMAL PAPER^S201^Thermal Paper
52^TISSUE PAPER^S103^Office Cleaning Materials & Services
53^TONERS^S104^Computer Printer Supplies
54^TYPEWRITER SUPPLIES^S102^Typewriter Supplies
55^WHITEBOARD MARKER^S101^Office Supplies
97^Engineering Services^P51^Engineering and Civil Works
98^Antenna Accessories^S708^Antenna
99^Connectors & Accessories^S709^Batteries
100^Window-Type^S707^Airconditioning Unit
101^Clamp^S417^Clamp
102^Closure^S402^Closure
103^Connector^S411^Connectors
104^Copper Cable^S424^Copper Cable
105^Copper Cable^S427^Copper Cable
106^Cable Accessories^S404^Copper Cable Closure Accessories
107^Modem^S207^CPE - DSL
108^Modem^S206^CPE-Data
109^Dehydrators^S710^Dehydrators
110^Optical Fiber Accessories^S403^Fiber Optic
111^Optical Fiber Accessories^S405^Fiber Optic Accessories
112^Cable Accessories^S430^FNG Spareparts
113^GSM Antenna^S809^GSM Antenna
114^RF Connector^S806^GSM Feeder
115^Grounding Kit^S806^GSM Feeder
116^Feeder Cable^S806^GSM Feeder
117^Feeder Accessories^S806^GSM Feeder
118^Jumper Cable^S806^GSM Feeder
119^Parabolic Antenna^S708^Antenna
120^Omni-directional Antenna^S708^Antenna
121^Wires^S705^Wires and Cables
122^Telephone Cables^S705^Wires and Cables
123^Signal Cables^S705^Wires and Cables
124^Power Cable^S705^Wires and Cables
125^Fiber Optic Cables^S705^Wires and Cables
126^Grounding Cables^S705^Wires and Cables
127^Coaxial Cable^S705^Wires and Cables
128^Sleeve^S406^Sleeve
130^Terminal Block^S407^Terminal Block
131^Wires^S412^Wires
132^Pole Line Hardware^S415^Pole Accessories
133^Lashing Wire^S416^Lashing Wire
134^Washer^S418^Washer
135^Machine Bolt^S419^Machine Bolt
136^Square Nut^S420^Square Nut
137^Subs In-house Access.^S421^Subscriber Side Accessories
138^Subs.side access.^S421^Subscriber Side Accessories
139^Pole Line Hardware^S421^Subscriber Side Accessories
140^Pay-phone Accessories^S421^Subscriber Side Accessories
141^Dropwire & Accessories^S421^Subscriber Side Accessories
142^Coaxial Cable^S421^Subscriber Side Accessories
143^Cable Accessories^S421^Subscriber Side Accessories
144^Landline Phone^S422^Landline Phone
145^Pole^S423^Pole
146^Optical Fiber Accessories^S425^Optical Fiber
147^Messenger Wire^S426^Messenger Wire
148^Copper Cable^S426^Messenger Wire
149^Access Point^S206^CPE-Data
150^Hub/Switch^S206^CPE-Data
151^Microwave Radio^S206^CPE-Data
152^Multiplexer^S206^CPE-Data
153^PABX^S206^CPE-Data
154^Router^S206^CPE-Data
155^VSAT^S206^CPE-Data
156^Hub/Switch^S207^CPE - DSL
157^Manhole Accessories^S428^Manhole Accessories
158^Pole Line Hardware^S431^OSP Materials
159^Pole^S431^OSP Materials
160^Optical Fiber Accessories^S431^OSP Materials
161^OSP Materials^S431^OSP Materials
162^Optical Fiber^S431^OSP Materials
163^Copper Cable^S431^OSP Materials
164^Connector^S431^OSP Materials
165^Closure^S431^OSP Materials
166^Cable Accessories^S431^OSP Materials
167^Radio System^S703^Transmission Radios
168^Connectors & Accessories^S703^Transmission Radios
169^Antenna System^S703^Transmission Radios
170^Power Supply^S704^Modules
171^Multiplexer^S704^Modules
172^Microwave Radio System^S704^Modules
173^Waveguide^S705^Wires and Cables
174^Panel Antenna^S708^Antenna
175^VRLA Battery^S709^Batteries
176^Equipment Rack^S712^Racks
177^DDF Rack^S712^Racks
178^Battery Rack^S712^Racks
179^Tower Accessories^S801^Towers
180^Special Towers^S801^Towers
181^Self-supporting Tower (SST)^S801^Towers
182^Mono-pole Towers^S801^Towers
183^Guyed Tower (GT)^S801^Towers
184^Rectifier System^S807^Power System
185^Rectifier Accessories^S807^Power System
186^Battery^S807^Power System
187^Radio Accessories^S808^Microwave Radio & An
188^Microwave Radio System^S808^Microwave Radio & An
189^Connectors & Accessories^S808^Microwave Radio & An
190^Antenna System^S808^Microwave Radio & An
192^Desktop^P52^Computer
193^Laptop / Notebook^P52^Computer
194^Data Storage^P52^Computer
195^Tape Storage^P52^Computer
196^Disk Storage^P52^Computer
197^UNIX^P53^Computer Server
198^Enterprise Servers^P53^Computer Server
199^Hardisk^P54^Computer Peripherals
200^LCD Monitor^P54^Computer Peripherals
201^Scanner^P54^Computer Peripherals
202^DVD / CD Writer^P54^Computer Peripherals
203^Media^P54^Computer Peripherals
204^Memory Upgrade^P54^Computer Peripherals
206^Laser Printers^P57^Printers
207^Inkjet Printers^P57^Printers
208^3-in-1 Printers^P57^Printers
209^Scanjet^P58^Scanners
210^Internet & Mobile Technolgy Solutions^P59^Application Development
211^Mobile Content Development^P59^Application Development
212^Mobile Corporate Solutions^P59^Application Development
213^Apllication Service Provider^P59^Application Development
214^POS Development^P59^Application Development
215^Systems Integration^P59^Application Development
217^Business Consulting^P60^Computer Consulting Services
218^Technical Consulting^P60^Computer Consulting Services
219^Oracle Database Services^P60^Computer Consulting Services
220^ICT Solutions^P59^Application Development
221^EYELET SCROLL^P64^BANNERS DIGITAL PROCESS - TARPAULIN
222^WOODEN SCROLL^P64^BANNERS DIGITAL PROCESS - TARPAULIN
223^ALUMINUM SCROLL^P64^BANNERS DIGITAL PROCESS - TARPAULIN
224^EYELET SCROLL^P65^BANNERS SILKSCREEN PROCESS - TARPAULIN
225^WOODEN SCROLL^P65^BANNERS SILKSCREEN PROCESS - TARPAULIN
226^ALUMINUM SCROLL^P65^BANNERS SILKSCREEN PROCESS - TARPAULIN
227^EYELET SCROLL^P66^BANNERS DIGITAL PROCESS -  FABRIC CLOTH
228^ALUMINUM SCROLL^P66^BANNERS DIGITAL PROCESS -  FABRIC CLOTH
229^TARPAULIN^P67^BILLBOARD
230^ELECTRONIC^P67^BILLBOARD
231^PANAFLEX^P69^SIGNAGES
232^ACRYLIC^P69^SIGNAGES
233^STAINLESS STEEL^P69^SIGNAGES
234^COLLAPSIBLE^P70^BOOTH / MODULES
236^COLLAPSIBLE^P71^TENTS
237^ARABIAN^P71^TENTS
238^INDOOR^P72^STICKERS
239^OUTDOOR^P72^STICKERS
240^VERSA BOARD^P72^STICKERS
241^CUT OUT^P72^STICKERS
242^SHIRTS^P74^GIVEAWAYS
243^CAPS^P74^GIVEAWAYS
244^JACKETS^P74^GIVEAWAYS
245^BAGS^P74^GIVEAWAYS
246^TOWEL^P74^GIVEAWAYS
247^STREAMERS^P75^PLASTIC MATERIALS
248^TRASHBAGS^P75^PLASTIC MATERIALS
249^BUNTINGS^P75^PLASTIC MATERIALS
250^POSTERS^P76^PRINTED MATERIALS
251^FLYERS^P76^PRINTED MATERIALS
252^INSERTS^P76^PRINTED MATERIALS
253^BUNTINGS^P76^PRINTED MATERIALS
254^POCKET GUIDE^P76^PRINTED MATERIALS
255^PAPER BAGS^P76^PRINTED MATERIALS
256^MOBILES^P76^PRINTED MATERIALS
257^FLAGLETTES^P76^PRINTED MATERIALS
258^TENTCARDS^P76^PRINTED MATERIALS
259^MRT TUBES CARDS^P76^PRINTED MATERIALS
260^COUPONS^P76^PRINTED MATERIALS
261^FANS^P76^PRINTED MATERIALS
262^BROCHURES^P76^PRINTED MATERIALS
263^NOTEBOOKS^P76^PRINTED MATERIALS
264^FORMS^P76^PRINTED MATERIALS
265^EXTREME SIM POUCH^P77^PACKAGING MATERIALS - POUCHES
266^FISHBOWL POUCH^P77^PACKAGING MATERIALS - POUCHES
267^UGNAY KALINGA^P77^PACKAGING MATERIALS - POUCHES
268^ANGELICUM^P77^PACKAGING MATERIALS - POUCHES
269^JOY^P77^PACKAGING MATERIALS - POUCHES
270^AMAX RETAILER^P77^PACKAGING MATERIALS - POUCHES
271^DISTRIBUTOR^P77^PACKAGING MATERIALS - POUCHES
272^TM POUCH^P77^PACKAGING MATERIALS - POUCHES
273^MASTER BOX^P78^PACKAGING MATERIALS - BOXES
274^GLOBE MASTER BOX^P78^PACKAGING MATERIALS - BOXES
275^TM MASTER BOX^P78^PACKAGING MATERIALS - BOXES
276^IP DSLAM^P27^Switch Equipment/Parts
277^Magnetic Tape^P27^Switch Equipment/Parts
278^Controller^P27^Switch Equipment/Parts
279^Lucent Stinger^P27^Switch Equipment/Parts
280^Network Clock^P27^Switch Equipment/Parts
281^Switching Module Core^P27^Switch Equipment/Parts
282^Switch Dat Drive^P27^Switch Equipment/Parts
283^HLSC^P27^Switch Equipment/Parts
